YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,TMEAN,WIND SPEED,WIND DIRECTION
,,,mm,°C,°C,°C,m/s,degrees
2018,8,3,2,30.1,25.6,27.9,3,230
2018,8,4,26.5,31.8,24.7,28.3,2,250
2018,8,5,0.5,31.1,26,28.6,2,260
2018,8,6,,31.1,25.3,28.2,2,270
2018,8,7,,31.8,25.4,28.6,1,230
2018,8,8,,32,25.3,28.7,3,230
2018,8,9,,31,24.7,,3,240
2018,8,10,,29.2,26.4,,5,230
2018,8,11,63.5,27.8,23.1,,5,230
2018,8,12,35,29.2,24.7,27,6,230
2018,8,13,25,30.1,24.9,27.5,5,230
2018,8,14,1,31.6,24.5,28.1,4,230
2018,8,15,1.5,31.9,26,29,5,250
2018,8,16,114.5,31.7,23.5,27.6,5,260
2018,8,17,6,30.6,24.1,27.4,4,250
2018,8,18,T,28.5,24.9,26.7,4,220
2018,8,19,15.5,30.5,24.6,27.6,4,220
2018,8,20,5,30.8,25.4,28.1,4,230
2018,8,21,T,31.3,25.9,28.6,5,230
2018,8,22,1.5,31.1,25.6,28.4,5,230
2018,8,23,0,31.4,27,29.2,6,230
2018,8,24,T,31,27.4,29.2,7,240
2018,8,25,T,31.2,27.2,29.2,5,220
2018,8,26,0,30.4,26.1,28.3,2,220
2018,8,27,0,32.2,26.5,29.4,3,270
2018,8,28,0,32.2,25.8,29,3,270
2018,8,29,0,32.2,26.5,29.4,2,240
2018,8,30,1,31.5,25.7,28.6,2,280
2018,8,31,40,30.7,24.3,,2,10
2018,9,1,2,31,25.5,,2,220
2018,9,2,2,30.9,24.9,27.9,3,240
2018,9,3,T,31.4,24.9,28.2,3,230
2018,9,4,9.5,30.2,24.9,27.6,4,250
2018,9,5,0,30.5,26.1,28.3,2,260
2018,9,6,30.5,31.7,24.5,28.1,2,110
2018,9,7,6,29.4,24.6,27,3,230
2018,9,8,0,30.9,25.8,28.4,3,250
2018,9,9,0,31.3,25.8,28.6,3,250
2018,9,10,1,31.3,25.9,28.6,3,240
2018,9,11,1,30.7,25.9,28.3,3,250
2018,9,12,3,31.1,26.1,28.6,3,250
2018,9,13,20,32.2,25.2,28.7,3,280
2018,9,14,38,29.4,24.1,26.8,8,230
2018,9,15,7,29.5,25.1,27.3,4,220
2018,9,16,2.5,31.1,25.5,28.3,1,100
2018,9,17,T,31.6,25.3,28.5,1,40
2018,9,18,0,33.1,26.4,,2,90
2018,9,19,15,31.9,26,,2,120
2018,9,20,25,32.9,23.9,28.4,3,100
2018,9,21,3,33.1,25.1,29.1,2,30
2018,9,22,T,32.4,26,29.2,2,280
2018,9,23,20.5,32.4,24.8,28.6,2,280
2018,9,24,0,31.8,26.8,29.3,4,230
2018,9,25,0,32.1,27.4,29.8,5,250
2018,9,26,49,31.6,24.8,28.2,3,260
2018,9,27,T,31.2,26.8,29,4,230
2018,9,28,0,31,26.4,28.7,3,230
2018,9,29,T,31.2,25.6,28.4,4,250
2018,9,30,0,31.5,26.2,,3,220
2018,10,1,0,32.2,27.2,,3,280
2018,10,2,31,32.5,23.3,27.9,1,40
2018,10,3,15.5,33.1,23.7,28.4,2,110
2018,10,4,0,30.9,26,28.5,3,220
2018,10,5,0,30.8,25,27.9,2,220
2018,10,6,0,31.3,26.1,28.7,2,180
2018,10,7,0,33.7,26.4,30.1,2,110
2018,10,8,T,33.3,25.9,29.6,2,110
2018,10,9,0,34,26.8,30.4,2,130
2018,10,10,T,34.2,26.1,30.2,2,110
2018,10,11,0,34,26.7,30.4,3,100
2018,10,12,0,34.7,26.1,30.4,3,110
2018,10,13,0,34.1,27.5,30.8,3,120
2018,10,14,1,33.7,25.8,,2,80
2018,10,15,0.5,33,25.1,,1,210
2018,10,16,T,33.7,26.3,,2,50
2018,10,17,3,32.9,25.6,29.3,2,280
2018,10,18,0,33.9,24.6,29.3,3,110
2018,10,19,0,33.8,25.9,29.9,2,110
2018,10,20,4,32.5,25.2,28.9,2,30
2018,10,21,T,32.1,25.7,28.9,2,30
2018,10,22,0,32.9,24.3,28.6,3,110
2018,10,23,0,33,25.2,29.1,2,100
2018,10,24,2,31.6,24.7,28.2,2,100
2018,10,25,0,33.8,25.5,29.7,2,100
2018,10,26,T,33.7,26,29.9,2,130
2018,10,27,0,32.3,26.6,29.5,2,80
2018,10,28,0.5,32.5,24.8,28.7,3,150
2018,10,29,T,30.3,25.1,27.7,3,270
2018,10,30,23,29,25.3,27.2,4,160
2018,10,31,T,33,26.2,29.6,3,140
2018,11,1,0,34.5,27.1,30.8,3,110
2018,11,2,0,34.1,25.9,,3,100
2018,11,3,0,34.4,25.7,,3,110
2018,11,4,0,34.6,25.5,,3,90
2018,11,5,T,33.6,26.3,30,3,60
2018,11,6,T,33.6,25.9,29.8,3,100
2018,11,7,4.5,32.6,25,28.8,2,60
2018,11,8,4,33.7,24.3,29,3,70
2018,11,9,0.5,30.9,25.7,28.3,3,110
2018,11,10,T,32.2,24.1,28.2,3,60
2018,11,11,0,33.5,24.9,29.2,3,90
2018,11,12,0,31.9,25.5,28.7,3,130
2018,11,13,0,31.9,24.4,28.2,3,90
2018,11,14,T,33,25.3,29.2,3,110
2018,11,15,0,33.9,24.1,29,4,180
2018,11,16,0,33.3,24.9,29.1,3,110
2018,11,17,0,32.6,24.6,28.6,2,130
2018,11,18,T,32.4,25.3,28.9,2,100
2018,11,19,0,31.4,25.4,28.4,3,100
2018,11,20,T,31.4,27.1,29.3,3,20
2018,11,21,2,29.8,25.3,27.6,1,30
2018,11,22,0.5,31.9,25.4,,2,110
2018,11,23,T,32.8,24.6,,2,120
2018,11,24,T,32.8,25,,3,110
2018,11,25,T,32,24.2,28.1,3,110
2018,11,26,0,33.3,23.8,28.6,3,120
2018,11,27,0,33,25.3,29.2,3,110
2018,11,28,0,31.3,24.9,28.1,2,120
2018,11,29,0,33.6,24.8,29.2,2,120
2018,11,30,0,32,24.5,28.3,3,90
2018,12,1,T,33.1,25.7,29.4,2,90
2018,12,2,0,32.5,24.2,28.4,3,100
2018,12,3,0.5,33.9,24.8,29.4,3,100
2018,12,4,T,31.6,25.4,28.5,2,100
2018,12,5,0.5,32.9,23.7,28.3,2,100
2018,12,6,0,33.5,24.6,29.1,3,100
2018,12,7,T,33.8,24.9,29.4,3,120
2018,12,8,0,33.7,24.8,29.3,3,80
2018,12,9,T,32.3,24.2,28.3,3,80
2018,12,10,0,32.1,25.1,28.6,2,130
2018,12,11,0,32.8,24.6,28.7,2,120
2018,12,12,0,34,24.6,29.3,4,70
2018,12,13,2,29.7,24.2,,2,50
2018,12,14,13,29.5,24,,2,360
2018,12,15,T,32.1,24.3,,3,20
2018,12,16,T,30.5,24.9,27.7,2,10
2018,12,17,0,30.4,23.4,26.9,2,120
2018,12,18,0,32.4,25.3,28.9,3,100
2018,12,19,0,31.9,23.3,27.6,3,110
2018,12,20,0,29.6,23.3,26.5,2,100
2018,12,21,2,30.8,25.1,28,2,10
2018,12,22,T,32.1,25.4,28.8,2,120
2018,12,23,44.5,25.4,23.6,24.5,1,340
2018,12,24,5.5,27.9,24.2,26.1,1,20
2018,12,25,0,31.8,25,28.4,2,120
2018,12,26,0,31.4,25,28.2,1,100
2018,12,27,T,30.8,25.8,28.3,2,140
2018,12,28,19.5,29.1,23.7,26.4,2,10
2018,12,29,6,25.3,23.7,24.5,2,330
2018,12,30,15.5,27.8,23,25.4,2,230
2018,12,31,29,25.1,23.2,24.2,1,330
